SAMPLE_ID,BRCA1/2_mut,other_HRR_gene_mutation_somatic,cnv_N_CNdipl,cnv_N_CNloss,cnv_N_CNgain,cnv_CNlt5_frac,cnv_CNgt10_frac,cnv_evenCN_frac,cnv_CNloss_frac,cnv_DUP_len_30000_inf,cnv_DUP_len_30_100,cnv_DEL_len_100000_inf,cnv_DIPLOID_len_100000_inf,sv_n_trans,sv_n_del,sv_n_inv,sv_n_tadem_dup,sv_trans_frac,sv_del_frac,sv_inv_frac,sv_tadem_dup_frac,sv_n_all_sv,sv_n_svclass_stdev,sv_dup_30000+,sv_del_100000+,sv_microhom_deletion_mean,sv_microhom_inversion_mean,sv_microhom_tandem-duplication_mean,sv_microhom_translocation_mean,indel_n_del,indel_n_ins,ins_indel_ratio,del_indel_ratio,indel_DEL_len_1,indel_DEL_len_2,indel_DEL_len_3,indel_DEL_len_4,indel_DEL_len_inf,indel_INS_len_1,indel_INS_len_2,indel_INS_len_3,indel_INS_len_4,indel_INS_len_inf,indel_DEL_mh,indel_DEL_noMHstatus,indel_DEL_rep,indel_del_mh_ratio,Telomeric_AI,Interstitial_AI,Telomeric_LOH,Interstitial_LOH,Ploidy,aberrant_cell_fraction,LST_count,LOH_count,MSI,cnv_DEL_0_3500_sum_indel_DEL_len_inf,indel_INS_len_inf_sum_cnv_DUP_0_30000,indel_INS_len_inf_sum_cnv_DUP_0_1000,frac_cnv_DUP_len_30000_inf,frac_cnv_DEL_len_100000_inf,frac_cnv_DIPLOID_len_100000_inf,frac_sv_dup_30000+,frac_sv_del_frac,frac_sv_del_100000+,FBI_relaxed,percent_all_cc2ca,percent_all_cc2ct,cc2ca_vs_cc2ct,SBS31,ccne1_amp,resistant_ccne1_over_6,cnv_DUP_len_0_30000,cnv_DEL_len_0_100000,cnv_DIPLOID_len_0_100000,sv_dup_0_30000,sv_del_0_100000,frac_cnv_DUP_len_0_30000,frac_cnv_DEL_len_0_100000,frac_cnv_DIPLOID_len_0_100000,frac_sv_dup_0_30000,frac_sv_del_0_100000
Sample_0002,0,0,114,45,68,0.960352422907489,0.00440528634361234,0.554054054054054,0.398230088495575,56,0,33,108,40,4,10,4,0.689655172413793,0.0689655172413793,0.172413793103448,0.0689655172413793,58,14.9248115565993,3,2,0.0,0.9,0.5,0.125,123,130,0.5138339920948617,0.48616600790513836,48,16,7,6,46,67,6,2,2,53,27,33,63,123.0,16,109,8,58,1.9181,0.41,0,5,0.0,46,65,53,0.823529411764706,0.733333333333333,0.947368421052632,0.75,0.0169491525423729,0.491525423728814,0,37.2,94.04,2.53,0.0,0,0,12,12,6,1,2,0.17647058823529405,0.26666666666666705,0.05263157894736803,0.25,0.508474576271186
Sample_0003,1,0,54,18,352,0.591981132075472,0.0589622641509434,0.497237569060773,0.0486486486486487,329,0,14,44,46,25,80,23,0.264367816091954,0.14367816091954,0.459770114942529,0.132183908045977,174,22.9183332727317,23,15,0.56,0.65,1.47826086956522,0.5,355,270,0.432,0.568,162,42,20,17,114,190,13,5,7,55,94,81,180,0.2647887324,21,294,12,67,3.2899,0.88,10,6,0.24,115,78,56,0.934659090909091,0.777777777777778,0.814814814814815,1.0,0.00571428571428571,0.596571428571429,25,32.34,65.96,2.04,0.56,1,1,23,4,10,0,10,0.06534090909090895,0.222222222222222,0.185185185185185,0.0,0.403428571428571
Sample_0004,0,1,118,38,382,0.79182156133829,0.00185873605947955,0.474409448818898,0.0904761904761905,353,0,18,91,114,144,58,146,0.246753246753247,0.311688311688312,0.125541125541126,0.316017316017316,462,35.5351938224628,30,28,1.47222222222222,1.08620689655172,1.16438356164384,1.20175438596491,1264,183,0.1264685556,0.8735314444,258,57,35,26,888,121,13,5,5,39,821,191,252,0.6495253165,34,373,18,138,3.031,0.71,39,20,0.4,891,68,40,0.924083769633508,0.473684210526316,0.771186440677966,0.205479452054795,0.00215982721382289,0.194024478041757,7,61.72,42.15,0.68,0.47,0,0,29,20,27,116,116,0.07591623036649198,0.5263157894736841,0.22881355932203395,0.794520547945205,0.805975521958243
Sample_0005,0,0,41,3,71,0.895652173913044,0.0,0.623853211009174,0.0405405405405405,66,0,3,37,18,3,1,10,0.5625,0.09375,0.03125,0.3125,32,6.67083203206317,10,2,0.0,0.0,0.6,0.277777777777778,445,327,0.42357512953367876,0.5764248704663213,189,51,29,19,157,233,20,7,2,65,126,104,215,445.0,11,49,4,15,2.5413,0.99,0,1,0.45,157,70,65,0.929577464788732,1.0,0.902439024390244,1.0,0.0303030303030303,0.646464646464647,0,31.98,142.56,4.46,0.01,0,0,5,0,4,0,1,0.07042253521126796,0.0,0.09756097560975596,0.0,0.35353535353535304
Sample_0006,0,0,47,31,23,0.99009900990099,0.0,0.510416666666667,0.574074074074074,17,0,25,40,15,12,2,0,0.517241379310345,0.413793103448276,0.0689655172413793,0.0,29,5.55777733351102,0,5,0.5,0.0,0.0,0.2,202,231,0.5334872979,0.4665127021,78,27,7,11,79,172,16,1,1,41,57,34,111,0.2821782178,13,42,9,23,1.9207,0.84,3,4,0.02,79,47,41,0.739130434782609,0.806451612903226,0.851063829787234,0.0,0.0333333333333333,0.402777777777778,0,53.66,97.24,1.81,0.43,1,1,6,6,7,0,7,0.260869565217391,0.19354838709677402,0.14893617021276595,1.0,0.597222222222222
Sample_0007,0,1,97,28,390,0.644660194174757,0.054368932038835,0.552511415525114,0.0669856459330144,352,0,22,84,102,97,43,41,0.360424028268551,0.342756183745583,0.151943462897526,0.144876325088339,283,28.8129745080233,35,44,1.39175257731959,1.04651162790698,1.02439024390244,0.823529411764706,634,445,0.41241890639481,0.58758109360519,252,79,42,24,237,246,23,4,5,167,179,124,331,634.0,33,369,13,126,3.2451,0.88,11,6,0.31,237,205,167,0.902564102564103,0.785714285714286,0.865979381443299,0.853658536585366,0.00352112676056338,0.452011035283868,13,37.93,66.81,1.76,0.6,0,0,38,6,13,6,53,0.09743589743589698,0.21428571428571397,0.134020618556701,0.14634146341463405,0.547988964716132
Sample_0008,1,0,113,75,121,0.951456310679612,0.0,0.480132450331126,0.38265306122449,113,0,70,110,88,105,31,122,0.254335260115607,0.303468208092485,0.0895953757225433,0.352601156069364,346,34.2235299172952,43,23,1.19047619047619,1.51612903225806,1.32786885245902,0.931818181818182,616,122,0.16531165311653118,0.8346883468834688,130,35,19,26,406,80,4,1,5,32,357,116,143,616.0,35,180,24,98,1.8415,0.41,42,32,0.0,406,40,32,0.933884297520661,0.933333333333333,0.973451327433628,0.352459016393443,0.00288184438040346,0.218416357897626,2,42.15,37.13,0.88,0.88,0,0,8,5,3,79,82,0.06611570247933896,0.06666666666666698,0.026548672566371945,0.647540983606557,0.781583642102374
Sample_0009,1,0,139,98,128,0.975342465753425,0.0,0.477142857142857,0.433628318584071,113,0,75,125,124,55,47,185,0.301703163017032,0.133819951338199,0.114355231143552,0.450121654501217,411,56.1354388955854,82,17,0.636363636363636,0.553191489361702,1.03243243243243,0.758064516129032,766,314,0.2907407407,0.7092592593,211,36,25,14,480,182,21,5,4,102,394,145,227,0.5143603133,38,214,27,131,1.7307,0.64,28,28,0.03,482,117,102,0.8828125,0.76530612244898,0.899280575539568,0.443243243243243,0.00242718446601942,0.308340688437776,1,68.43,53.85,0.79,0.68,0,0,15,23,14,103,38,0.1171875,0.23469387755102,0.10071942446043203,0.5567567567567571,0.691659311562224
Sample_0010,0,0,153,84,171,0.813725490196078,0.0,0.488188976377953,0.329411764705882,162,0,40,147,40,26,27,18,0.36036036036036,0.234234234234234,0.243243243243243,0.162162162162162,111,7.88590514779375,18,18,0.807692307692308,0.814814814814815,1.05555555555556,0.15,193,276,0.5884861407249466,0.4115138592750533,77,33,10,9,64,203,16,3,1,53,46,31,116,193.0,13,209,4,84,2.1534,0.61,1,2,0.01,65,62,53,0.947368421052632,0.476190476190476,0.96078431372549,1.0,0.00892857142857143,0.686126373626374,1,43.93,97.45,2.22,0.0,0,0,9,44,6,0,8,0.05263157894736803,0.523809523809524,0.03921568627451,0.0,0.31387362637362604
Sample_0011,0,0,33,7,606,0.445820433436532,0.043343653250774,0.766283524904215,0.0114192495921697,581,0,3,32,117,42,55,287,0.233532934131737,0.0838323353293413,0.109780439121757,0.572854291417166,501,97.5919438273467,279,23,1.21428571428571,0.872727272727273,2.03135888501742,0.401709401709402,442,449,0.5039281706,0.4960718294,254,44,15,19,110,312,33,10,10,84,77,104,261,0.1742081448,25,411,11,87,4.2451,0.74,13,8,0.29,110,109,84,0.958745874587459,0.428571428571428,0.96969696969697,0.97212543554007,0.00199203187250996,0.546528173022197,15,59.57,47.15,0.79,0.56,1,0,25,4,1,8,19,0.04125412541254103,0.5714285714285721,0.030303030303030054,0.027874564459929974,0.45347182697780297
Sample_0012,0,0,129,88,134,0.914529914529914,0.00854700854700855,0.477341389728097,0.396396396396396,129,0,69,120,88,189,66,72,0.212048192771084,0.455421686746988,0.159036144578313,0.173493975903615,415,49.8717104178311,63,24,1.41269841269841,0.909090909090909,0.930555555555556,0.545454545454545,1058,178,0.144012945,0.855987055,195,50,23,18,772,98,10,4,5,61,715,142,201,0.6758034026,37,210,26,111,1.985,0.63,37,24,0.02,772,66,61,0.962686567164179,0.784090909090909,0.930232558139535,0.875,0.00240384615384615,0.126678876678877,9,51.51,44.07,0.86,0.56,0,0,5,19,9,9,165,0.037313432835821,0.21590909090909105,0.06976744186046502,0.125,0.873321123321123
Sample_0013,1,1,169,110,136,0.944578313253012,0.00963855421686747,0.491271820448878,0.447154471544715,128,0,88,144,97,78,43,152,0.262162162162162,0.210810810810811,0.116216216216216,0.410810810810811,370,39.436658073422,75,27,1.02564102564103,1.23255813953488,1.10526315789474,0.597938144329897,1010,372,0.2691751085,0.7308248915,227,48,20,39,676,270,23,9,8,62,607,192,211,0.600990099,35,251,26,152,1.9396,0.88,19,12,0.36,676,70,62,0.941176470588235,0.8,0.85207100591716,0.493421052631579,0.00269541778975741,0.34522081691893,0,40.9,70.89,1.73,0.38,0,0,8,22,25,77,51,0.05882352941176505,0.19999999999999996,0.14792899408284,0.506578947368421,0.6547791830810701
Sample_0014,0,0,104,42,329,0.698947368421053,0.0505263157894737,0.579462102689487,0.113207547169811,313,0,26,100,93,120,98,167,0.194560669456067,0.251046025104602,0.205020920502092,0.349372384937238,478,29.2446576317795,140,58,1.025,0.683673469387755,1.04191616766467,0.387096774193548,727,630,0.4642593957,0.5357406043,272,78,39,42,296,449,24,10,11,136,249,147,331,0.3425034388,34,337,21,168,2.9092,0.61,16,19,0.11,296,152,137,0.951367781155015,0.619047619047619,0.961538461538462,0.838323353293413,0.00208768267223382,0.48232428670842,25,51.37,60.58,1.18,0.29,1,0,16,16,4,27,62,0.04863221884498503,0.38095238095238104,0.03846153846153799,0.161676646706587,0.51767571329158
Sample_0015,0,1,120,49,322,0.74949083503055,0.0631364562118126,0.534351145038168,0.132075471698113,301,0,33,113,33,125,46,47,0.131474103585657,0.49800796812749,0.183266932270916,0.187250996015936,251,36.361896265184,25,24,0.84,0.673913043478261,1.02127659574468,0.575757575757576,310,191,0.381237525,0.618762475,79,27,10,11,183,119,9,3,0,60,164,46,100,0.5290322581,34,308,18,132,2.7305,0.23,18,6,0.0,184,81,62,0.934782608695652,0.673469387755102,0.941666666666667,0.531914893617021,0.00396825396825397,0.191238095238095,11,58.0,45.01,0.78,0.69,0,0,21,16,7,22,101,0.065217391304348,0.326530612244898,0.058333333333333015,0.46808510638297895,0.808761904761905
Sample_0016,0,0,127,123,125,0.864,0.008,0.460176991150443,0.495967741935484,115,0,102,119,98,76,43,123,0.288235294117647,0.223529411764706,0.126470588235294,0.361764705882353,340,29.4023808559783,48,23,1.30263157894737,1.16279069767442,1.17073170731707,0.408163265306123,1117,300,0.2117148906,0.7882851094,241,39,28,26,783,191,22,8,7,72,701,162,254,0.6275738585,36,235,27,148,1.6737,0.51,27,35,0.02,784,82,72,0.92,0.829268292682927,0.937007874015748,0.390243902439024,0.00293255131964809,0.301744096311159,5,59.04,43.26,0.73,0.34,0,0,10,21,8,75,53,0.07999999999999996,0.170731707317073,0.06299212598425197,0.6097560975609759,0.6982559036888409
Sample_0017,0,0,126,71,311,0.862204724409449,0.0196850393700787,0.513978494623656,0.18586387434555,283,0,38,106,104,137,64,44,0.297994269340974,0.392550143266476,0.183381088825215,0.126074498567335,349,35.9400542570542,30,62,0.802919708029197,1.171875,0.954545454545455,0.269230769230769,506,355,0.412311266,0.587688734,216,61,26,22,181,188,20,4,4,139,155,124,227,0.3063241107,35,345,20,222,2.837,0.81,9,17,1.16,183,167,139,0.909967845659164,0.535211267605634,0.841269841269841,0.681818181818182,0.00285714285714286,0.45126173096976,3,32.85,83.88,2.55,0.41,1,1,28,33,20,14,75,0.090032154340836,0.464788732394366,0.15873015873015905,0.318181818181818,0.54873826903024
Sample_0018,1,1,93,41,327,0.657266811279826,0.0455531453362256,0.494791666666667,0.111413043478261,303,0,24,81,144,68,64,34,0.464516129032258,0.219354838709678,0.206451612903226,0.109677419354839,310,40.5801675698857,31,31,0.970588235294118,1.125,1.05882352941176,0.451388888888889,517,259,0.3337628866,0.6662371134,190,86,32,48,161,138,10,3,6,102,142,113,262,0.2746615087,35,338,17,140,2.9655,0.96,6,15,1.88,161,126,103,0.926605504587156,0.585365853658537,0.870967741935484,0.911764705882353,0.00321543408360129,0.454416493285417,15,30.29,72.34,2.39,0.75,1,1,24,17,12,3,37,0.07339449541284404,0.414634146341463,0.12903225806451601,0.08823529411764697,0.545583506714583
Sample_0019,1,0,100,42,427,0.72231985940246,0.0140597539543058,0.524177949709865,0.0895522388059701,385,0,30,82,186,77,93,209,0.329203539823009,0.136283185840708,0.164601769911504,0.369911504424779,565,57.1155626777851,39,39,1.14285714285714,1.13978494623656,0.956937799043062,0.967741935483871,719,203,0.2201735358,0.7798264642,205,43,24,16,431,137,12,3,2,49,391,125,203,0.5438108484,39,429,25,206,3.3462,0.61,35,22,0.28,431,91,50,0.901639344262295,0.714285714285714,0.82,0.186602870813397,0.00176678445229682,0.505598641641044,16,53.82,40.27,0.75,0.51,1,1,42,12,18,170,38,0.09836065573770503,0.28571428571428603,0.18000000000000005,0.813397129186603,0.49440135835895604
Sample_0020,1,0,109,122,73,0.950657894736842,0.00657894736842105,0.440740740740741,0.625641025641026,71,0,86,99,99,234,38,47,0.236842105263158,0.559808612440191,0.0909090909090909,0.11244019138756,418,78.3086840650512,39,24,1.74786324786325,1.26315789473684,1.51063829787234,1.2020202020202,1541,245,0.1371780515,0.8628219485,267,61,27,27,1159,161,14,5,7,58,1108,159,274,0.7190136275,30,174,24,127,1.8406,0.74,36,28,0.27,1159,60,59,0.972602739726027,0.704918032786885,0.908256880733945,0.829787234042553,0.00238663484486874,0.10231931950309,0,49.55,49.69,1.0,0.37,0,0,2,36,10,8,210,0.027397260273973045,0.29508196721311497,0.09174311926605505,0.17021276595744705,0.89768068049691
Sample_0021,0,0,142,50,467,0.641881638846737,0.122913505311077,0.76008064516129,0.0967117988394584,436,0,33,129,161,223,41,153,0.278546712802768,0.385813148788927,0.0709342560553633,0.264705882352941,578,65.6105936568173,69,54,1.56502242152466,1.07317073170732,1.50980392156863,0.677018633540373,1282,390,0.2332535885167464,0.7667464114832536,307,57,28,37,853,293,20,7,10,60,799,188,295,1282.0,32,378,19,223,3.6366,0.21,33,14,0.0,853,91,63,0.933618843683084,0.66,0.908450704225352,0.450980392156863,0.00172711571675302,0.241734241037199,14,59.54,46.02,0.77,0.0,0,0,31,17,13,84,169,0.06638115631691599,0.33999999999999997,0.09154929577464799,0.5490196078431371,0.758265758962801
Sample_0022,1,1,8,16,355,0.340369393139842,0.134564643799472,0.535211267605634,0.0431266846361186,341,0,2,6,78,81,34,21,0.364485981308411,0.378504672897196,0.158878504672897,0.0981308411214953,214,26.4244205234476,15,17,1.03703703703704,0.470588235294118,1.85714285714286,0.564102564102564,1079,299,0.2169811321,0.7830188679,187,64,37,35,756,149,18,2,4,126,702,139,238,0.6506024096,40,285,27,135,5.4233,0.48,25,23,0.53,756,140,126,0.96056338028169,0.125,0.75,0.714285714285714,0.00465116279069767,0.208900373241458,2,60.68,37.77,0.62,0.33,0,0,14,14,2,6,64,0.03943661971831003,0.875,0.25,0.28571428571428603,0.791099626758542
Sample_0023,0,0,78,21,327,0.640845070422535,0.0328638497652582,0.622222222222222,0.0603448275862069,296,0,11,67,116,108,62,147,0.267898383371824,0.249422632794457,0.143187066974596,0.339491916859122,433,30.4168949763121,51,29,1.15740740740741,0.919354838709677,1.36054421768708,0.706896551724138,1107,271,0.1966618287,0.8033381713,240,76,23,39,729,141,19,8,5,98,604,210,293,0.5456187895,37,300,23,132,3.328,0.61,30,26,0.29,729,129,100,0.90519877675841,0.523809523809524,0.858974358974359,0.346938775510204,0.00230414746543779,0.267899812254651,15,59.28,40.03,0.68,0.57,1,1,31,10,11,96,79,0.09480122324159002,0.47619047619047605,0.14102564102564097,0.653061224489796,0.732100187745349
Sample_0024,1,0,63,19,212,0.758503401360544,0.0306122448979592,0.519230769230769,0.0822510822510823,205,0,11,54,91,87,37,99,0.289808917197452,0.277070063694268,0.117834394904459,0.315286624203822,314,24.3464576478797,25,15,1.74712643678161,0.756756756756757,1.03030303030303,0.538461538461538,850,198,0.1889312977,0.8110687023,162,34,29,23,602,116,10,3,7,62,526,145,179,0.6188235294,32,194,22,63,3.0879,0.43,26,20,0.01,602,69,63,0.966981132075472,0.578947368421053,0.857142857142857,0.252525252525252,0.00317460317460318,0.171866447728517,7,55.43,38.27,0.69,0.33,0,0,7,8,9,74,72,0.03301886792452802,0.421052631578947,0.14285714285714302,0.7474747474747481,0.828133552271483
Sample_0025,0,0,98,66,82,0.90650406504065,0.0121951219512195,0.506493506493506,0.445945945945946,70,0,41,90,39,26,34,12,0.351351351351351,0.234234234234234,0.306306306306306,0.108108108108108,111,10.2072278312968,8,9,1.69230769230769,0.852941176470588,1.58333333333333,0.153846153846154,186,167,0.4730878187,0.5269121813,70,23,11,8,74,107,10,3,2,45,51,34,101,0.2741935484,24,128,15,75,1.8736,0.55,7,15,0.01,74,57,45,0.853658536585366,0.621212121212121,0.918367346938776,0.666666666666667,0.00892857142857143,0.343063186813187,15,33.5,75.09,2.24,0.78,0,0,12,25,8,4,17,0.14634146341463405,0.378787878787879,0.08163265306122403,0.33333333333333304,0.656936813186813
Sample_0026,0,0,106,48,222,0.853723404255319,0.0106382978723404,0.509859154929577,0.177777777777778,211,0,22,87,59,20,29,73,0.325966850828729,0.110497237569061,0.160220994475138,0.403314917127072,181,21.5682057668226,60,7,0.25,0.379310344827586,0.89041095890411,0.338983050847458,253,277,0.5226415094,0.4773584906,101,41,11,13,87,173,9,1,3,91,58,59,136,0.2292490119,21,243,11,109,2.7847,0.69,5,9,0.07,88,102,91,0.95045045045045,0.458333333333333,0.820754716981132,0.821917808219178,0.00549450549450549,0.348076923076923,6,30.05,85.74,2.85,0.4,0,0,11,26,19,13,13,0.04954954954955004,0.541666666666667,0.179245283018868,0.17808219178082196,0.651923076923077
Sample_0027,0,0,75,37,308,0.657142857142857,0.107142857142857,0.497041420118343,0.107246376811594,286,0,27,71,153,137,134,93,0.295938104448743,0.264990328820116,0.259187620889749,0.179883945841393,517,22.1401784093986,78,63,1.15328467153285,0.776119402985075,0.731182795698925,0.450980392156863,485,280,0.3660130719,0.6339869281,233,61,23,9,159,179,15,2,9,75,132,118,235,0.2721649485,35,310,18,130,3.0876,0.38,15,23,0.04,162,97,77,0.928571428571429,0.72972972972973,0.946666666666667,0.838709677419355,0.00193050193050193,0.458966265535609,39,42.94,54.23,1.26,0.33,1,0,22,10,4,15,74,0.07142857142857095,0.27027027027026995,0.05333333333333301,0.16129032258064502,0.541033734464391
Sample_0028,1,1,78,37,235,0.84,0.00285714285714286,0.447447447447448,0.136029411764706,226,0,32,75,85,115,27,222,0.189309576837417,0.256124721603563,0.0601336302895323,0.494432071269488,449,70.8215186225204,117,35,0.973913043478261,1.11111111111111,0.923423423423423,0.658823529411765,785,353,0.3101933216168717,0.6898066783831283,176,44,17,27,521,251,19,5,3,75,456,120,209,785.0,33,226,19,113,2.4773,0.66,32,20,0.39,521,84,75,0.961702127659574,0.864864864864865,0.961538461538462,0.527027027027027,0.00222222222222222,0.303671497584541,1,48.8,59.64,1.22,0.37,1,0,9,5,3,105,80,0.03829787234042603,0.13513513513513498,0.03846153846153799,0.472972972972973,0.6963285024154591
Sample_0029,0,0,60,8,37,1.0,0.0,0.657142857142857,0.177777777777778,32,0,3,58,48,1,6,0,0.872727272727273,0.0181818181818182,0.109090909090909,0.0,55,21.0765799460497,0,0,0.0,0.0,0.0,0.0,213,141,0.3983050847457627,0.6016949152542372,85,33,15,10,70,67,6,1,1,66,58,42,113,213.0,4,34,2,9,2.0205,0.81,0,1,0.0,70,71,66,0.864864864864865,0.375,0.966666666666667,0.0,0.0178571428571429,0.0,0,40.43,58.67,1.45,0.98,0,0,5,5,2,0,1,0.13513513513513498,0.625,0.03333333333333299,1.0,1.0
Sample_0031,0,0,118,40,473,0.687797147385103,0.0507131537242472,0.525423728813559,0.0779727095516569,454,0,35,112,163,70,129,166,0.308712121212121,0.132575757575758,0.244318181818182,0.314393939393939,528,38.6328875441637,160,33,0.728571428571429,0.472868217054264,1.07228915662651,0.43558282208589,975,571,0.3693402329,0.6306597671,523,98,51,32,271,378,35,10,13,135,255,179,541,0.2615384615,33,479,19,181,3.0202,0.67,7,15,0.47,271,154,136,0.959830866807611,0.875,0.949152542372881,0.963855421686747,0.00189035916824197,0.4705374021064,43,34.7,71.41,2.06,0.32,1,0,19,5,6,6,37,0.04016913319238902,0.125,0.05084745762711895,0.03614457831325302,0.5294625978936001
Sample_0032,0,0,36,26,449,0.37573385518591,0.131115459882583,0.648484848484848,0.0547368421052632,427,0,8,30,124,40,68,14,0.504065040650406,0.16260162601626,0.276422764227642,0.056910569105691,246,40.825849654355,10,21,0.95,0.882352941176471,0.928571428571429,0.266129032258065,251,243,0.491902834,0.508097166,90,36,10,12,103,117,13,2,2,109,86,55,110,0.3426294821,29,313,15,113,5.0299,0.24,12,12,0.01,105,131,109,0.951002227171492,0.307692307692308,0.833333333333333,0.714285714285714,0.00404858299595142,0.522874493927125,23,36.07,82.3,2.28,0.43,0,0,22,18,6,4,19,0.048997772828508035,0.6923076923076921,0.16666666666666696,0.28571428571428603,0.47712550607287496
Sample_0033,0,0,73,12,50,1.0,0.0,0.613636363636364,0.193548387096774,46,0,5,71,28,4,2,1,0.8,0.114285714285714,0.0571428571428571,0.0285714285714286,35,11.1663557170637,1,2,0.25,0.0,0.0,0.0714285714285714,362,168,0.3169811321,0.6830188679,214,38,11,15,84,103,4,2,2,57,62,75,225,0.1712707182,11,49,3,17,2.0206,0.81,0,3,0.01,84,61,57,0.92,0.416666666666667,0.972602739726027,1.0,0.0277777777777778,0.486111111111111,0,48.37,86.46,1.79,0.56,0,0,4,7,2,0,2,0.07999999999999996,0.583333333333333,0.027397260273973045,0.0,0.5138888888888891
Sample_0034,1,0,167,79,173,0.947494033412888,0.0,0.480487804878049,0.313492063492063,156,0,64,150,129,76,96,186,0.264887063655031,0.15605749486653,0.197125256673511,0.381930184804928,487,41.6435769357052,128,27,2.11842105263158,0.833333333333333,1.16666666666667,0.503875968992248,675,165,0.1964285714,0.8035714286,164,36,18,27,430,94,10,3,6,52,375,109,191,0.5555555556,27,265,20,135,1.9903,0.63,19,12,0.01,430,69,54,0.901734104046243,0.810126582278481,0.898203592814371,0.688172043010753,0.00204918032786885,0.354535159620362,2,55.63,36.89,0.66,0.9,1,0,17,15,17,58,49,0.09826589595375701,0.189873417721519,0.10179640718562899,0.31182795698924703,0.645464840379638
Sample_0035,1,0,133,82,231,0.804932735426009,0.015695067264574,0.486005089058524,0.261980830670926,208,0,62,127,77,81,31,15,0.377450980392157,0.397058823529412,0.151960784313726,0.0735294117647059,204,28.6006992921502,13,7,1.23456790123457,0.548387096774194,1.06666666666667,0.61038961038961,632,183,0.2245398773,0.7754601227,117,39,19,22,435,77,6,1,5,94,404,103,125,0.6392405063,34,260,22,103,2.1546,0.37,27,22,0.0,435,117,95,0.9004329004329,0.75609756097561,0.954887218045113,0.866666666666667,0.0048780487804878,0.0859981933152665,3,44.28,38.85,0.88,0.3,0,0,23,20,6,2,74,0.09956709956709997,0.24390243902439002,0.045112781954886993,0.13333333333333297,0.9140018066847335
Sample_0036,1,0,134,35,147,0.860759493670886,0.00949367088607595,0.665551839464883,0.192307692307692,137,0,23,126,93,61,78,90,0.288819875776398,0.18944099378882,0.242236024844721,0.279503105590062,322,12.5797456254091,66,35,1.63934426229508,0.858974358974359,1.15555555555556,0.172043010752688,351,408,0.5375494071146245,0.4624505928853755,160,51,18,24,98,308,27,4,4,65,92,66,193,351.0,19,164,9,52,2.0615,0.59,10,10,0.0,98,75,66,0.931972789115646,0.657142857142857,0.940298507462687,0.733333333333333,0.00309597523219814,0.57199411257169,6,24.43,83.31,3.41,0.86,1,0,10,12,8,24,26,0.06802721088435404,0.34285714285714297,0.05970149253731305,0.26666666666666705,0.42800588742831003
Sample_0037,1,0,82,23,152,0.894941634241245,0.00389105058365759,0.51219512195122,0.131428571428571,148,0,17,76,90,154,63,36,0.262390670553936,0.448979591836735,0.183673469387755,0.104956268221574,343,43.7856997203425,26,26,1.22077922077922,0.698412698412698,1.41666666666667,0.566666666666667,889,167,0.1581439394,0.8418560606,132,34,23,16,684,125,5,2,5,30,622,119,148,0.6996625422,38,154,24,83,2.5839,0.28,27,17,0.0,684,34,30,0.973684210526316,0.739130434782609,0.926829268292683,0.722222222222222,0.00290697674418605,0.168340380549683,11,58.76,37.77,0.64,0.72,0,0,4,6,6,10,128,0.02631578947368396,0.260869565217391,0.07317073170731703,0.277777777777778,0.831659619450317
Sample_0038,1,0,39,8,425,0.451271186440678,0.0466101694915254,0.526462395543176,0.0184757505773672,419,0,6,36,119,97,62,16,0.404761904761905,0.329931972789116,0.210884353741497,0.054421768707483,294,38.9262122483038,16,38,1.43298969072165,0.661290322580645,1.125,0.680672268907563,445,248,0.3578643579,0.6421356421,102,12,8,16,307,192,5,3,0,48,280,63,102,0.6292134831,38,346,15,117,4.4806,0.25,30,21,0.01,307,54,48,0.985882352941176,0.75,0.923076923076923,1.0,0.00338983050847458,0.390424602481216,10,49.26,41.8,0.85,0.21,1,1,6,2,3,0,59,0.014117647058824012,0.25,0.07692307692307698,0.0,0.609575397518784
Sample_0039,1,0,22,5,437,0.34698275862069,0.161637931034483,0.616438356164384,0.0113122171945701,420,0,2,17,75,133,64,69,0.219941348973607,0.390029325513197,0.187683284457478,0.202346041055718,341,27.8421892099023,55,55,0.924812030075188,0.875,1.0,0.586666666666667,489,276,0.3607843137,0.6392156863,226,68,34,34,127,175,15,2,8,76,131,94,264,0.2678936605,37,336,15,127,4.7748,0.31,12,23,0.02,127,93,76,0.961098398169336,0.4,0.772727272727273,0.797101449275362,0.00292397660818714,0.412324671327441,15,39.63,45.0,1.14,0.8,0,0,17,3,5,14,78,0.038901601830664045,0.6,0.22727272727272696,0.20289855072463803,0.587675328672559
Sample_0040,0,0,14,6,327,0.351585014409222,0.152737752161383,0.625570776255708,0.018018018018018,316,0,4,12,156,77,133,72,0.356164383561644,0.175799086757991,0.30365296803653,0.164383561643836,438,35.9756862338997,61,57,0.558441558441558,0.804511278195489,0.694444444444444,0.461538461538462,524,373,0.4158305463,0.5841694537,219,57,18,14,216,201,28,6,12,126,154,95,275,0.2938931298,29,258,4,65,4.6726,0.47,12,4,0.04,216,137,126,0.966360856269113,0.666666666666667,0.857142857142857,0.847222222222222,0.00227790432801822,0.738573499393545,35,41.89,44.27,1.06,0.96,1,1,11,2,2,11,20,0.033639143730886945,0.33333333333333304,0.14285714285714302,0.152777777777778,0.261426500606455
