SAMPLE_ID,BRCA1/2_mut,other_HRR_gene_mutation_somatic,cnv_N_CNdipl,cnv_N_CNloss,cnv_N_CNgain,cnv_CNlt5_frac,cnv_CNgt10_frac,cnv_evenCN_frac,cnv_CNloss_frac,cnv_DUP_len_30000_inf,cnv_DUP_len_30_100,cnv_DEL_len_100000_inf,cnv_DIPLOID_len_100000_inf,sv_n_trans,sv_n_del,sv_n_inv,sv_n_tadem_dup,sv_trans_frac,sv_del_frac,sv_inv_frac,sv_tadem_dup_frac,sv_n_all_sv,sv_n_svclass_stdev,sv_dup_30000+,sv_del_100000+,sv_microhom_deletion_mean,sv_microhom_inversion_mean,sv_microhom_tandem-duplication_mean,sv_microhom_translocation_mean,indel_n_del,indel_n_ins,ins_indel_ratio,del_indel_ratio,indel_DEL_len_1,indel_DEL_len_2,indel_DEL_len_3,indel_DEL_len_4,indel_DEL_len_inf,indel_INS_len_1,indel_INS_len_2,indel_INS_len_3,indel_INS_len_4,indel_INS_len_inf,indel_DEL_mh,indel_DEL_noMHstatus,indel_DEL_rep,indel_del_mh_ratio,Telomeric_AI,Interstitial_AI,Telomeric_LOH,Interstitial_LOH,Ploidy,aberrant_cell_fraction,LST_count,LOH_count,MSI,cnv_DEL_0_3500_sum_indel_DEL_len_inf,indel_INS_len_inf_sum_cnv_DUP_0_30000,indel_INS_len_inf_sum_cnv_DUP_0_1000,frac_cnv_DUP_len_30000_inf,frac_cnv_DEL_len_100000_inf,frac_cnv_DIPLOID_len_100000_inf,frac_sv_dup_30000+,frac_sv_del_frac,frac_sv_del_100000+,FBI_relaxed,percent_all_cc2ca,percent_all_cc2ct,cc2ca_vs_cc2ct,SBS31,ccne1_amp,resistant_ccne1_over_6,cnv_DUP_len_0_30000,cnv_DEL_len_0_100000,cnv_DIPLOID_len_0_100000,sv_dup_0_30000,sv_del_0_100000,frac_cnv_DUP_len_0_30000,frac_cnv_DEL_len_0_100000,frac_cnv_DIPLOID_len_0_100000,frac_sv_dup_0_30000,frac_sv_del_0_100000
Sample_0245,1,0,63,26,214,0.815181518151815,0.0033003300330033,0.67719298245614,0.108333333333333,200,0,9,54,96,102,38,120,0.269662921348315,0.286516853932584,0.106741573033708,0.337078651685393,356,30.7408522978788,19,20,1.62745098039216,1.60526315789474,1.29166666666667,1.22916666666667,839,186,0.1814634146,0.8185365854,138,24,9,14,654,143,9,0,2,32,579,142,118,0.6901072706,36,191,19,113,3.5725,0.77,32,21,0.43,656,46,32,0.934579439252336,0.346153846153846,0.857142857142857,0.158333333333333,0.00280112044817927,0.195529192068984,8,50.28,40.84,0.81,0.03,0,0,14,17,9,101,82,0.065420560747664,0.653846153846154,0.14285714285714302,0.841666666666667,0.804470807931016
Sample_0246,1,0,44,15,280,0.657817109144543,0.00589970501474926,0.527687296416938,0.0508474576271186,250,0,4,38,70,67,53,110,0.233333333333333,0.223333333333333,0.176666666666667,0.366666666666666,300,21.2014150471142,39,28,1.47761194029851,2.09433962264151,1.53636363636364,1.34285714285714,626,218,0.2582938389,0.7417061611,208,73,15,17,313,184,9,2,3,20,290,114,222,0.4632587859,29,228,11,76,3.5853,0.94,20,11,0.33,314,50,20,0.892857142857143,0.266666666666667,0.863636363636364,0.354545454545455,0.00332225913621263,0.416522040958001,6,58.43,41.51,0.71,0.04,0,0,30,11,6,71,39,0.10714285714285698,0.733333333333333,0.13636363636363602,0.6454545454545451,0.583477959041999
Sample_0247,0,0,31,18,351,0.485,0.0975,0.516556291390728,0.0487804878048781,315,0,6,25,17,99,45,25,0.0913978494623656,0.532258064516129,0.241935483870968,0.134408602150538,186,31.9804627858948,22,39,1.14141414141414,1.04444444444444,0.92,0.823529411764706,655,339,0.3410462777,0.6589537223,287,134,41,36,157,291,18,5,8,17,144,152,359,0.2198473282,34,294,14,86,3.9944,0.83,12,5,0.64,160,53,20,0.897435897435897,0.333333333333333,0.806451612903226,0.88,0.0053475935828877,0.391832766164317,5,39.03,54.1,1.39,0.0,0,0,36,12,6,3,60,0.10256410256410298,0.666666666666667,0.19354838709677402,0.12,0.6081672338356829
Sample_0248,1,0,74,85,32,0.994764397905759,0.0,0.471264367816092,0.726495726495726,27,0,46,68,61,156,55,15,0.212543554006969,0.543554006968641,0.191637630662021,0.0522648083623693,287,51.7560382950627,11,15,1.60897435897436,1.87272727272727,0.266666666666667,0.786885245901639,855,145,0.145,0.855,176,30,29,26,594,101,8,5,2,29,567,114,174,0.6631578947,29,84,23,64,1.826,0.86,16,16,0.34,594,34,29,0.84375,0.541176470588235,0.918918918918919,0.733333333333333,0.00347222222222222,0.0958199786324786,0,55.53,38.19,0.69,0.0,0,0,5,39,6,4,141,0.15625,0.45882352941176496,0.08108108108108103,0.26666666666666705,0.9041800213675214
Sample_0249,0,0,46,10,426,0.485477178423237,0.139004149377593,0.521613832853026,0.0229357798165138,410,0,5,40,141,96,85,53,0.376,0.256,0.226666666666667,0.141333333333333,375,31.5228092022269,49,61,1.42708333333333,1.50588235294118,1.62264150943396,0.645390070921986,606,257,0.2977983778,0.7022016222,262,127,43,20,154,225,11,4,2,15,162,147,297,0.2673267327,30,387,13,93,3.9159,0.79,10,12,0.75,154,31,15,0.962441314553991,0.5,0.869565217391304,0.924528301886792,0.00265957446808511,0.633726728723404,24,43.97,59.96,1.36,0.3,0,0,16,5,6,4,35,0.037558685446009044,0.5,0.130434782608696,0.07547169811320797,0.36627327127659604
Sample_0250,0,0,69,49,115,0.8068669527897,0.0128755364806867,0.529126213592233,0.298780487804878,105,0,23,64,15,66,24,54,0.0943396226415094,0.415094339622641,0.150943396226415,0.339622641509434,159,20.9329286054293,39,35,1.37878787878788,1.08333333333333,0.907407407407407,0.8,84,80,0.487804878,0.512195122,47,5,4,5,23,64,4,3,2,7,19,23,42,0.2261904762,27,149,22,126,2.4306,0.5,4,13,0.03,24,17,7,0.91304347826087,0.469387755102041,0.927536231884058,0.722222222222222,0.00625,0.526988636363636,4,33.94,64.23,1.89,0.26,0,0,10,26,5,15,31,0.08695652173913004,0.530612244897959,0.07246376811594202,0.277777777777778,0.473011363636364
Sample_0251,1,1,101,57,111,0.955390334572491,0.0,0.46360153256705,0.339285714285714,107,0,36,93,89,93,72,97,0.253561253561254,0.264957264957265,0.205128205128205,0.276353276353276,351,9.52299847737046,81,17,1.96774193548387,2.05555555555556,1.11340206185567,0.573033707865168,538,155,0.2236652237,0.7763347763,133,24,5,8,368,119,9,5,2,20,353,67,118,0.656133829,26,142,15,57,2.0094,0.88,24,15,0.17,368,24,20,0.963963963963964,0.631578947368421,0.920792079207921,0.835051546391753,0.00284090909090909,0.182276392961877,3,49.79,53.19,1.07,0.07,0,0,4,21,8,16,76,0.036036036036036,0.368421052631579,0.07920792079207895,0.16494845360824695,0.817723607038123
Sample_0252,0,0,68,19,259,0.682080924855491,0.106936416184971,0.530465949820789,0.0683453237410072,245,0,16,66,161,74,92,44,0.433962264150943,0.199460916442048,0.247978436657682,0.118598382749326,371,42.9731020523304,30,42,1.10810810810811,0.989130434782609,1.43181818181818,0.590062111801242,314,169,0.3498964803,0.6501035197,106,30,22,10,146,126,11,3,2,27,152,73,89,0.4840764331,23,245,10,68,3.1423,0.83,6,8,0.4,146,41,28,0.945945945945946,0.842105263157895,0.970588235294118,0.681818181818182,0.00268817204301075,0.566041848299913,20,32.6,77.33,2.37,0.0,0,0,14,3,2,14,32,0.054054054054053946,0.15789473684210498,0.029411764705882026,0.318181818181818,0.433958151700087
Sample_0253,1,1,90,73,83,0.951219512195122,0.0,0.472103004291845,0.467948717948718,67,0,55,80,59,61,15,147,0.209219858156028,0.216312056737589,0.0531914893617021,0.521276595744681,282,47.8408820988911,62,7,1.14754098360656,1.33333333333333,1.80272108843537,1.06779661016949,624,128,0.170212766,0.829787234,119,16,9,8,472,95,3,1,7,22,423,91,110,0.6778846154,30,140,24,87,1.9589,0.85,23,19,0.39,473,38,25,0.807228915662651,0.753424657534247,0.888888888888889,0.421768707482993,0.00353356890459364,0.114348606847014,0,54.46,41.34,0.76,0.05,0,0,16,18,10,85,54,0.19277108433734902,0.24657534246575297,0.11111111111111105,0.578231292517007,0.885651393152986
Sample_0254,0,1,62,9,645,0.467877094972067,0.0670391061452514,0.898066783831283,0.0137614678899083,620,0,3,56,56,39,33,275,0.138957816377171,0.0967741935483871,0.0818858560794045,0.682382133995037,403,100.956364336281,272,22,1.64102564102564,1.06060606060606,1.90909090909091,0.553571428571429,334,149,0.3084886128,0.6915113872,104,22,11,10,187,119,4,4,2,20,195,42,97,0.5838323353,25,453,16,125,4.2416,0.85,14,13,0.35,187,45,22,0.961240310077519,0.333333333333333,0.903225806451613,0.989090909090909,0.00247524752475247,0.562706270627063,10,42.2,61.66,1.46,0.0,1,0,25,6,6,3,17,0.03875968992248102,0.666666666666667,0.09677419354838701,0.01090909090909098,0.437293729372937
Sample_0255,0,0,142,35,129,0.950980392156863,0.0065359477124183,0.572881355932203,0.213414634146341,100,0,19,135,32,9,9,4,0.592592592592593,0.166666666666667,0.166666666666667,0.0740740740740741,54,10.8742815854658,1,1,0.666666666666667,1.55555555555556,2.25,2.25,57,43,0.43,0.57,38,5,3,2,9,39,1,0,0,3,9,16,32,0.1578947368,13,145,6,62,1.9802,0.63,1,1,0.0,9,32,3,0.775193798449612,0.542857142857143,0.950704225352113,0.25,0.0181818181818182,0.109090909090909,0,21.13,95.74,4.53,0.0,0,0,29,16,7,3,8,0.224806201550388,0.45714285714285696,0.049295774647887036,0.75,0.890909090909091
