SAMPLE_ID,BRCA1/2_mut,other_HRR_gene_mutation_somatic,sv_trans_frac,sv_del_frac,sv_inv_frac,sv_tadem_dup_frac,sv_n_all_sv,sv_n_svclass_stdev,sv_microhom_deletion_mean,sv_microhom_inversion_mean,sv_microhom_tandem-duplication_mean,sv_microhom_translocation_mean,indel_n_del,indel_n_ins,ins_indel_ratio,del_indel_ratio,indel_DEL_len_1,indel_DEL_len_2,indel_DEL_len_3,indel_DEL_len_4,indel_DEL_len_inf,indel_INS_len_1,indel_INS_len_2,indel_INS_len_3,indel_INS_len_4,indel_INS_len_inf,indel_DEL_mh,indel_DEL_noMHstatus,indel_DEL_rep,indel_del_mh_ratio,Telomeric_AI,Interstitial_AI,Telomeric_LOH,Interstitial_LOH,LST_count,LOH_count,MSI,cnv_DEL_0_3500_sum_indel_DEL_len_inf,indel_INS_len_inf_sum_cnv_DUP_0_30000,indel_INS_len_inf_sum_cnv_DUP_0_1000,frac_cnv_DUP_len_30000_inf,frac_cnv_DEL_len_100000_inf,frac_cnv_DIPLOID_len_100000_inf,frac_sv_dup_30000+,frac_sv_del_frac,frac_sv_del_100000+,FBI_relaxed,percent_all_cc2ca,percent_all_cc2ct,cc2ca_vs_cc2ct,SBS31,ccne1_amp,resistant_ccne1_over_6,frac_cnv_DUP_len_0_30000,frac_cnv_DEL_len_0_100000,frac_cnv_DIPLOID_len_0_100000,frac_sv_dup_0_30000,frac_sv_del_0_100000,labels_v1
Sample_0154,0,1,0.237931034482759,0.296551724137931,0.16551724137931,0.3,290,15.8508674841474,1.34883720930233,1.8125,1.72413793103448,0.579710144927536,255,112,0.3051771117,0.6948228883,137,17,23,13,65,87,7,4,3,11,79,66,110,0.3098039216,32,283,16,135,10,18,0.08,65,30,13,0.94006309148265,0.565217391304348,0.853658536585366,0.804597701149425,0.0034364261168384,0.521457684008631,7,32.43,59.69,1.84,0.02,1,1,0.05993690851735,0.434782608695652,0.146341463414634,0.195402298850575,0.478542315991369,0
Sample_0155,0,0,0.236263736263736,0.186813186813187,0.368131868131868,0.208791208791209,182,12.8160056179763,1.23529411764706,1.32835820895522,1.47368421052632,1.34883720930233,270,158,0.3691588785,0.6308411215,145,25,21,25,54,126,11,6,1,14,67,71,132,0.2481481481,23,217,8,53,11,4,0.1,57,31,14,0.929166666666667,0.423076923076923,0.775510204081633,0.684210526315789,0.0054644808743169,0.555769848923176,16,31.98,62.36,1.95,0.09,1,0,0.0708333333333329,0.576923076923077,0.224489795918367,0.3157894736842109,0.4442301510768239,0
Sample_0157,1,0,0.254237288135593,0.344632768361582,0.175141242937853,0.225988700564972,177,10.8943792847505,2.39344262295082,1.41935483870968,2.05,0.888888888888889,413,76,0.1554192229,0.8445807771,118,15,13,17,250,44,4,1,0,27,243,68,102,0.588377724,33,133,22,69,22,17,0.0,254,37,27,0.941860465116279,0.25,0.804878048780488,0.4,0.0056179775280898,0.211917480198932,4,45.02,40.19,0.89,0.03,0,0,0.058139534883721,0.75,0.195121951219512,0.6,0.788082519801068,1
Sample_0158,1,0,0.313253012048193,0.232931726907631,0.0401606425702811,0.413654618473896,249,34.1201919689793,1.72413793103448,1.7,1.59223300970874,1.26923076923077,556,95,0.1459293395,0.8540706605,110,17,13,13,403,56,8,1,1,29,351,109,96,0.631294964,31,86,22,59,33,19,0.01,403,30,29,0.976190476190476,0.783333333333333,0.951219512195122,0.155339805825243,0.004,0.343448275862069,0,69.97,36.0,0.51,0.03,0,0,0.0238095238095239,0.216666666666667,0.0487804878048779,0.844660194174757,0.6565517241379311,1
Sample_0159,0,0,0.14441416893733,0.215258855585831,0.217983651226158,0.422343324250681,367,38.0878917767839,1.44303797468354,1.2875,1.90967741935484,1.9811320754717,415,253,0.378742515,0.621257485,230,26,13,22,124,216,15,3,2,17,132,105,178,0.3180722892,28,301,20,134,13,10,0.25,124,28,18,0.957854406130268,0.826086956521739,0.904347826086957,0.92258064516129,0.0027173913043478,0.429210236653825,20,44.56,39.2,0.88,0.08,0,0,0.042145593869732,0.1739130434782609,0.095652173913043,0.0774193548387099,0.5707897633461749,1
Sample_0160,1,0,0.285714285714286,0.26984126984127,0.121693121693122,0.322751322751323,378,28.9266313282414,2.16666666666667,1.32608695652174,1.95081967213115,1.4537037037037,957,95,0.09030418251,0.9096958175,209,21,19,13,695,63,7,4,5,16,637,150,170,0.6656217346,39,322,20,152,38,22,0.25,696,50,17,0.9,0.685714285714286,0.75,0.549180327868853,0.0026385224274406,0.185783020332143,4,61.57,35.64,0.58,0.03,0,0,0.0999999999999999,0.3142857142857139,0.25,0.450819672131147,0.814216979667857,1
Sample_0161,1,0,0.155844155844156,0.372294372294372,0.155844155844156,0.316017316017316,231,22.2303283826398,1.67441860465116,3.66666666666667,1.46575342465753,0.861111111111111,215,131,0.3786127168,0.6213872832,97,12,6,22,78,104,8,2,3,14,79,55,81,0.3674418605,26,252,11,115,13,14,0.11,79,31,14,0.944078947368421,0.636363636363636,0.784313725490196,0.753424657534247,0.0043103448275862,0.474689254210104,3,43.68,46.55,1.07,0.09,0,0,0.0559210526315789,0.363636363636364,0.215686274509804,0.2465753424657529,0.525310745789896,1
Sample_0162,1,0,0.161812297734628,0.381877022653722,0.197411003236246,0.258899676375405,309,25.8589926331247,1.74576271186441,1.63934426229508,1.775,1.72,546,66,0.1078431373,0.8921568627,97,12,7,9,421,50,5,1,3,7,384,89,73,0.7032967033,34,190,16,75,31,16,0.0,421,25,7,0.939393939393939,0.0,0.2,0.475,0.0032258064516129,0.21962821213778,3,62.09,32.28,0.52,0.07,1,1,0.0606060606060609,1.0,0.8,0.525,0.7803717878622201,1
Sample_0163,1,0,0.24079754601227,0.299079754601227,0.156441717791411,0.303680981595092,652,38.7491935399951,2.0,1.99019607843137,1.55050505050505,1.15286624203822,1421,221,0.134591961,0.865408039,347,33,28,50,963,166,17,3,3,32,895,231,295,0.6298381422,39,348,22,193,37,25,0.29,963,45,34,0.958990536277603,0.784313725490196,0.949152542372881,0.46969696969697,0.001531393568147,0.286739702359917,11,50.88,42.32,0.83,0.09,0,0,0.041009463722397,0.215686274509804,0.0508474576271189,0.53030303030303,0.713260297640083,1
Sample_0164,1,0,0.192982456140351,0.31140350877193,0.109649122807017,0.385964912280702,228,24.2383992870816,1.57746478873239,2.16,1.93181818181818,1.04545454545454,485,89,0.1550522648,0.8449477352,102,15,13,20,335,58,6,3,1,21,322,76,87,0.6639175258,32,139,25,92,27,21,0.43,335,29,21,0.888888888888889,0.69620253164557,0.907407407407407,0.443181818181818,0.0043668122270742,0.196322037025647,0,58.38,35.81,0.61,0.09,0,0,0.111111111111111,0.30379746835443,0.092592592592593,0.556818181818182,0.803677962974353,1
Sample_0165,0,0,0.135922330097087,0.121359223300971,0.213592233009709,0.529126213592233,206,33.9742549587184,0.44,1.15909090909091,1.55045871559633,1.0,501,174,0.2577777778,0.7422222222,272,57,47,44,81,145,17,2,0,10,117,90,294,0.2335329341,29,262,11,83,13,9,0.08,81,28,10,0.939597315436242,0.523809523809524,0.866666666666667,0.954128440366973,0.0048309178743961,0.636908212560386,2,39.74,48.56,1.22,0.03,1,0,0.0604026845637579,0.476190476190476,0.1333333333333329,0.045871559633027,0.363091787439614,0
Sample_0166,0,0,0.0897435897435897,0.243589743589744,0.487179487179487,0.179487179487179,78,11.5,1.26315789473684,1.26315789473684,1.85714285714286,0.0,79,60,0.4316546763,0.5683453237,41,7,3,3,25,50,2,0,1,7,23,13,43,0.2911392405,6,57,5,50,0,1,0.08,25,8,7,0.941176470588235,0.787234042553192,0.767441860465116,0.928571428571429,0.0126582278481013,0.623584277148568,3,28.36,76.32,2.69,0.04,1,1,0.058823529411765,0.212765957446808,0.232558139534884,0.0714285714285709,0.376415722851432,0
Sample_0167,0,0,0.325581395348837,0.472868217054264,0.116279069767442,0.0852713178294574,129,20.4374044340273,2.24590163934426,2.26666666666667,1.09090909090909,0.595238095238095,551,88,0.13771518,0.86228482,139,15,10,17,370,58,4,4,1,21,357,75,119,0.6479128857,25,115,16,69,24,13,0.0,370,27,22,0.923076923076923,0.957142857142857,0.97196261682243,0.818181818181818,0.0076923076923076,0.113871374527112,0,53.23,37.9,0.71,0.02,1,1,0.0769230769230769,0.042857142857143,0.0280373831775699,0.181818181818182,0.886128625472888,0
Sample_0168,1,0,0.240740740740741,0.231481481481482,0.087962962962963,0.439814814814815,216,27.046256672597,1.72,2.26315789473684,1.84210526315789,1.21153846153846,460,116,0.2013888889,0.7986111111,125,14,17,12,292,90,7,1,1,17,272,78,110,0.5913043478,36,107,25,74,23,13,0.05,292,19,17,0.962264150943396,0.854838709677419,0.925925925925926,0.2,0.0046082949308755,0.218986175115207,0,49.67,45.32,0.91,0.07,0,0,0.0377358490566039,0.1451612903225809,0.0740740740740739,0.8,0.781013824884793,0
Sample_0169,0,1,0.279069767441861,0.425249169435216,0.129568106312292,0.166112956810631,301,34.679785178112,2.59375,1.05128205128205,1.72,0.821428571428571,1153,162,0.1231939163,0.8768060837,253,26,20,21,833,132,8,3,2,17,790,173,190,0.685169124,30,138,13,41,29,7,0.17,833,21,17,0.975308641975309,0.678571428571429,0.80327868852459,0.64,0.0033112582781456,0.0934395695364238,0,54.49,36.57,0.67,0.06,1,0,0.024691358024691,0.3214285714285709,0.19672131147541,0.36,0.9065604304635762,0
Sample_0170,1,0,0.172284644194757,0.235955056179775,0.157303370786517,0.434456928838951,267,29.5074143225055,2.96825396825397,2.04761904761905,1.49137931034483,0.934782608695652,415,58,0.1226215645,0.8773784355,85,9,6,11,304,37,6,3,0,12,273,78,64,0.6578313253,36,322,20,129,26,13,0.56,305,31,15,0.950777202072539,0.346153846153846,0.8,0.620689655172414,0.003731343283582,0.347903340440654,5,72.12,35.64,0.49,0.1,1,0,0.0492227979274609,0.653846153846154,0.1999999999999999,0.3793103448275859,0.652096659559346,0
Sample_0171,1,0,0.17965367965368,0.246753246753247,0.192640692640693,0.380952380952381,462,36.8137202683999,1.64912280701754,0.966292134831461,1.78977272727273,1.36144578313253,820,161,0.1641182467,0.8358817533,210,25,16,17,552,129,3,0,4,25,483,165,172,0.5890243902,40,295,14,74,32,13,0.42,552,30,25,0.985875706214689,0.588235294117647,0.872340425531915,0.255681818181818,0.0021598272138228,0.385131294759577,29,43.06,40.78,0.95,0.02,0,0,0.0141242937853109,0.411764705882353,0.1276595744680849,0.744318181818182,0.6148687052404229,0
Sample_0172,0,0,0.3125,0.230978260869565,0.320652173913044,0.135869565217391,368,27.4681633896408,1.37647058823529,1.27118644067797,1.46,1.07826086956522,357,144,0.2874251497,0.7125748503,189,32,31,33,72,106,15,2,1,20,91,62,204,0.2549019608,30,326,12,138,17,5,0.61,73,43,20,0.935393258426966,0.523809523809524,0.9,0.9,0.002710027100271,0.457580105212817,23,28.29,85.19,3.01,0.09,1,1,0.064606741573034,0.476190476190476,0.0999999999999999,0.0999999999999999,0.542419894787183,0
Sample_0173,0,0,0.153846153846154,0.269230769230769,0.284615384615385,0.292307692307692,130,7.29725975966321,1.42857142857143,1.13513513513514,1.60526315789474,0.85,205,100,0.3278688525,0.6721311475,106,23,23,12,41,72,6,0,3,19,44,38,123,0.2146341463,24,157,13,63,3,12,0.01,41,42,21,0.863905325443787,0.357142857142857,0.936170212765957,0.842105263157895,0.0076335877862595,0.652126499454744,0,31.79,62.26,1.96,0.08,1,1,0.136094674556213,0.642857142857143,0.0638297872340429,0.1578947368421049,0.347873500545256,0
Sample_0174,0,1,0.0914826498422713,0.233438485804416,0.116719242902208,0.558359621451104,317,58.9337551832564,1.54054054054054,1.43243243243243,1.37853107344633,0.655172413793103,454,156,0.2557377049,0.7442622951,176,43,30,39,166,104,9,3,4,36,180,109,165,0.3964757709,35,331,11,94,8,13,0.13,168,56,36,0.94579945799458,0.652173913043478,0.793650793650794,0.92090395480226,0.0031446540880503,0.350246472887982,2,49.18,39.22,0.8,0.05,1,0,0.05420054200542,0.3478260869565219,0.2063492063492059,0.07909604519774,0.6497535271120181,1
Sample_0175,0,0,0.166666666666667,0.39080459770115,0.344827586206897,0.0977011494252874,174,21.1246301742776,1.32352941176471,1.55,1.52941176470588,1.06896551724138,402,132,0.2471910112,0.7528089888,192,32,22,20,136,99,10,3,3,17,141,78,183,0.3507462687,28,267,8,54,10,8,0.08,136,30,20,0.960122699386503,0.642857142857143,0.666666666666667,1.0,0.0057142857142857,0.614117647058824,11,42.12,46.39,1.1,0.03,0,0,0.039877300613497,0.357142857142857,0.333333333333333,0.0,0.385882352941176,0
Sample_0176,1,0,0.195789473684211,0.157894736842105,0.0863157894736842,0.56,475,87.0412976695545,1.21333333333333,1.26829268292683,1.5187969924812,1.23655913978495,599,78,0.1152141802,0.8847858198,121,18,17,6,437,59,4,0,0,15,387,122,90,0.6460767947,30,109,23,74,25,20,0.27,437,17,15,0.96,0.795180722891566,0.945205479452055,0.12406015037594,0.0021008403361344,0.279411764705882,1,75.99,35.87,0.47,0.02,0,0,0.04,0.2048192771084339,0.0547945205479449,0.87593984962406,0.720588235294118,0
Sample_0178,0,0,0.138461538461538,0.278846153846154,0.178846153846154,0.403846153846154,520,53.2869590049948,1.48965517241379,1.83870967741935,1.82380952380952,1.11111111111111,548,306,0.3583138173,0.6416861827,274,37,33,41,163,252,23,4,3,24,192,98,258,0.3503649635,33,489,20,296,17,12,0.17,164,57,26,0.916455696202532,0.637254901960784,0.878453038674033,0.895238095238095,0.0019193857965451,0.557548481037792,16,43.9,44.17,1.01,0.06,1,1,0.083544303797468,0.3627450980392159,0.1215469613259669,0.1047619047619049,0.442451518962208,0
Sample_0179,1,0,0.294117647058823,0.352941176470588,0.264705882352941,0.0882352941176471,170,16.7705098312484,1.95,1.48888888888889,1.53333333333333,1.32,1014,100,0.08976660682,0.9102333932,198,33,23,20,740,69,12,3,3,13,709,122,183,0.6992110454,35,130,16,41,35,8,0.03,741,26,13,0.93010752688172,0.454545454545454,0.853658536585366,0.8,0.0058479532163742,0.231968810916179,0,59.75,37.71,0.63,0.05,0,0,0.0698924731182799,0.5454545454545461,0.146341463414634,0.1999999999999999,0.768031189083821,1
Sample_0180,0,0,0.241666666666667,0.175,0.2,0.383333333333333,120,9.66953980290686,1.76190476190476,1.41666666666667,1.17391304347826,2.37931034482759,149,98,0.3967611336,0.6032388664,84,11,13,8,33,83,3,0,0,12,41,33,75,0.2751677852,25,121,22,67,6,10,0.0,33,16,12,0.949367088607595,0.681818181818182,0.955056179775281,0.934782608695652,0.0082644628099173,0.519480519480519,2,30.17,72.22,2.39,0.04,0,0,0.050632911392405,0.318181818181818,0.0449438202247189,0.065217391304348,0.480519480519481,1
Sample_0181,0,0,0.221014492753623,0.22463768115942,0.27536231884058,0.278985507246377,276,7.51664818918645,1.2741935483871,1.80263157894737,1.92207792207792,1.31147540983607,280,188,0.4017094017,0.5982905983,134,28,26,15,77,152,16,1,1,18,77,75,128,0.275,22,224,12,63,14,9,0.18,77,28,19,0.958333333333333,0.692307692307692,0.941176470588235,0.974025974025974,0.0036101083032491,0.594619774077093,18,34.32,66.84,1.95,0.06,1,0,0.0416666666666669,0.307692307692308,0.058823529411765,0.0259740259740259,0.405380225922907,1
Sample_0182,0,0,0.281954887218045,0.293233082706767,0.0977443609022556,0.327067669172932,266,23.7960080685816,1.78205128205128,1.30769230769231,1.57471264367816,1.57333333333333,677,91,0.1184895833,0.8815104167,138,10,12,13,504,55,7,2,4,23,458,106,113,0.6765140325,39,281,23,161,26,27,0.86,504,44,23,0.924731182795699,0.414634146341463,0.847826086956522,0.586206896551724,0.0037453183520599,0.11495246326707,10,66.63,36.21,0.54,0.03,1,0,0.075268817204301,0.585365853658537,0.152173913043478,0.413793103448276,0.88504753673293,1
Sample_0183,1,1,0.281632653061224,0.448979591836735,0.163265306122449,0.106122448979592,245,32.1354554970052,1.4,2.125,1.96153846153846,0.971014492753623,380,48,0.1121495327,0.8878504673,98,6,4,8,264,33,4,1,1,9,249,63,68,0.6552631579,31,221,18,73,26,9,0.0,264,12,9,0.98961937716263,0.666666666666667,0.894736842105263,0.730769230769231,0.0040650406504065,0.126755358462675,5,51.61,29.59,0.57,0.03,0,0,0.0103806228373699,0.333333333333333,0.1052631578947369,0.269230769230769,0.873244641537325,1
Sample_0184,1,0,0.247126436781609,0.21264367816092,0.170498084291188,0.369731800766283,522,38.765319552404,1.71171171171171,1.57303370786517,1.53886010362694,1.33333333333333,627,92,0.1279554937,0.8720445063,109,18,20,7,473,78,0,1,1,12,407,129,91,0.649122807,32,224,13,69,39,10,0.0,473,26,12,0.9453125,0.95,0.944444444444444,0.295336787564767,0.0019120458891013,0.296728851222159,7,74.44,30.03,0.4,0.06,1,0,0.0546875,0.05,0.055555555555556,0.704663212435233,0.703271148777841,0
Sample_0185,1,0,0.195219123505976,0.211155378486056,0.0717131474103586,0.52191235059761,251,41.6675833232502,1.50943396226415,0.888888888888889,1.66412213740458,1.12244897959184,700,85,0.1082802548,0.8917197452,114,21,10,17,538,63,5,2,1,14,488,104,108,0.6971428571,36,151,22,81,27,23,0.01,538,28,14,0.923913043478261,0.285714285714286,0.936507936507937,0.114503816793893,0.0039682539682539,0.169137466307278,0,53.43,43.2,0.81,0.1,1,0,0.076086956521739,0.714285714285714,0.063492063492063,0.885496183206107,0.830862533692722,1
Sample_0186,1,0,0.258397932816537,0.180878552971576,0.136950904392765,0.423772609819122,387,42.316515688322,1.28571428571429,1.15094339622642,1.50609756097561,1.23,609,123,0.1680327869,0.8319672131,159,14,17,22,397,90,11,1,3,18,361,114,134,0.5927750411,37,224,23,128,32,18,0.14,397,31,18,0.946502057613169,0.565217391304348,0.873015873015873,0.182926829268293,0.0025773195876288,0.213733431516937,5,50.29,40.25,0.8,0.06,1,0,0.053497942386831,0.434782608695652,0.1269841269841269,0.8170731707317069,0.786266568483063,1
Sample_0187,0,1,0.205555555555555,0.444444444444444,0.261111111111111,0.0888888888888889,180,23.0976189249022,1.9125,1.23404255319149,1.25,0.459459459459459,443,132,0.2295652174,0.7704347826,103,18,13,13,296,87,11,3,6,25,273,60,110,0.6162528217,27,255,18,130,11,6,0.2,297,75,25,0.788135593220339,0.469387755102041,0.84,0.875,0.005524861878453,0.348066298342541,6,32.2,74.04,2.3,0.04,0,0,0.211864406779661,0.530612244897959,0.16,0.125,0.651933701657459,1
Sample_0188,0,1,0.244131455399061,0.312206572769953,0.232394366197183,0.211267605633803,426,16.1012421881046,1.78947368421053,1.44444444444444,1.82222222222222,1.08653846153846,743,187,0.2010752688,0.7989247312,190,41,21,24,467,143,13,2,4,25,463,103,177,0.6231493943,33,307,16,100,19,15,0.01,468,51,26,0.919753086419753,0.529411764705882,0.869158878504673,0.933333333333333,0.0023419203747072,0.187529714215281,12,38.16,77.94,2.04,0.09,1,1,0.080246913580247,0.470588235294118,0.130841121495327,0.0666666666666669,0.812470285784719,1
Sample_0189,0,0,0.253623188405797,0.329710144927536,0.0833333333333333,0.333333333333333,276,27.9732014613987,1.87912087912088,2.0,1.51086956521739,0.885714285714286,896,180,0.1672862454,0.8327137546,253,20,19,20,584,112,7,4,4,53,531,151,214,0.5926339286,30,212,16,151,27,17,0.9,585,108,60,0.794776119402985,0.333333333333333,0.9,0.369565217391304,0.0036101083032491,0.120442734161146,4,61.34,37.67,0.61,0.03,0,0,0.205223880597015,0.666666666666667,0.0999999999999999,0.630434782608696,0.879557265838854,1
Sample_0190,1,0,0.227036395147314,0.218370883882149,0.0901213171577123,0.464471403812825,577,77.9947914927657,1.73015873015873,1.5,1.79850746268657,1.27480916030534,1152,100,0.07987220447,0.9201277955,316,39,32,30,735,67,11,3,3,16,675,194,283,0.5859375,33,318,24,150,39,18,0.04,738,28,17,0.958188153310105,0.620689655172414,0.858695652173913,0.261194029850746,0.0017301038062283,0.293142747294996,4,66.92,36.13,0.54,0.05,0,0,0.041811846689895,0.3793103448275859,0.141304347826087,0.738805970149254,0.706857252705004,1
Sample_0191,1,0,0.369047619047619,0.206349206349206,0.174603174603175,0.25,252,18.5876302954411,2.40384615384615,0.681818181818182,1.71428571428571,0.89247311827957,523,126,0.1941448382,0.8058551618,101,21,16,18,367,63,16,5,4,38,321,94,108,0.6137667304,31,156,12,43,30,17,0.05,367,55,38,0.924778761061947,0.714285714285714,0.9375,0.206349206349206,0.0039525691699604,0.229857099422317,7,62.48,42.87,0.69,0.06,0,0,0.0752212389380529,0.285714285714286,0.0625,0.7936507936507939,0.770142900577683,1
Sample_0192,0,0,0.218181818181818,0.145454545454545,0.0787878787878788,0.557575757575758,330,60.8173494983134,2.14583333333333,2.03846153846154,1.77717391304348,1.54166666666667,532,93,0.1488,0.8512,100,10,19,9,394,77,3,3,2,8,349,97,86,0.6560150376,28,160,19,75,25,15,0.0,395,20,8,0.892857142857143,0.807017543859649,0.890756302521008,0.576086956521739,0.0030211480362537,0.207703927492447,0,50.84,44.85,0.88,0.07,0,0,0.1071428571428569,0.192982456140351,0.1092436974789919,0.423913043478261,0.792296072507553,1
Sample_0193,1,0,0.279596977329975,0.214105793450882,0.0957178841309824,0.410579345088161,397,45.1573637405905,1.70588235294118,0.868421052631579,1.89570552147239,1.0990990990991,923,103,0.1003898635,0.8996101365,140,21,20,13,729,63,9,3,6,22,665,146,112,0.7204767064,32,243,14,57,39,8,0.33,729,36,22,0.953177257525084,0.75,0.879310344827586,0.282208588957055,0.0025125628140703,0.117351463198345,2,58.55,36.42,0.62,0.03,0,0,0.046822742474916,0.25,0.120689655172414,0.7177914110429451,0.882648536801655,1
Sample_0194,1,0,0.3,0.248,0.104,0.348,250,22.8527897640529,1.53225806451613,1.23076923076923,1.49425287356322,1.2,583,83,0.1246246246,0.8753753754,105,12,15,11,440,56,6,1,3,17,393,104,86,0.6740994854,38,235,24,83,29,16,0.09,440,34,18,0.949404761904762,0.222222222222222,0.954545454545455,0.252873563218391,0.0039840637450199,0.224906824315641,2,56.6,35.18,0.62,0.03,0,0,0.050595238095238,0.777777777777778,0.0454545454545449,0.7471264367816091,0.775093175684359,1
Sample_0195,1,0,0.349295774647887,0.343661971830986,0.233802816901408,0.0732394366197183,355,39.7452827389616,1.70491803278688,1.09638554216868,1.42307692307692,0.782258064516129,1573,189,0.1072644722,0.8927355278,281,53,30,39,1170,109,18,5,9,48,1123,197,253,0.7139224412,30,122,25,73,27,28,0.11,1170,51,48,0.956521739130435,0.815789473684211,0.964285714285714,1.0,0.0028089887640449,0.130779149014552,6,55.87,38.14,0.68,0.07,0,0,0.0434782608695649,0.184210526315789,0.035714285714286,0.0,0.869220850985448,1
Sample_0196,0,1,0.263736263736264,0.543956043956044,0.10989010989011,0.0824175824175824,182,33.3504122913046,2.87878787878788,1.05,0.933333333333333,0.4375,809,114,0.1235102925,0.8764897075,167,14,16,23,589,81,9,1,5,18,557,111,141,0.6885043263,26,156,16,71,16,15,0.1,590,54,18,0.846808510638298,0.25,0.904761904761905,0.733333333333333,0.0054644808743169,0.0703206932715129,6,55.47,45.07,0.81,0.0,0,0,0.153191489361702,0.75,0.095238095238095,0.266666666666667,0.9296793067284872,1
Sample_0197,1,0,0.294277929155313,0.487738419618529,0.130790190735695,0.0871934604904632,367,57.7943552607,1.7877094972067,0.770833333333333,2.0,0.814814814814815,1117,137,0.1092503987,0.8907496013,234,38,27,28,790,92,9,4,4,28,774,132,211,0.6929274843,33,262,18,130,30,14,0.59,791,54,30,0.90188679245283,0.4375,0.78494623655914,0.6875,0.0027173913043478,0.24514209375759,2,46.43,39.08,0.84,0.07,1,0,0.09811320754717,0.5625,0.21505376344086,0.3125,0.75485790624241,1
Sample_0198,1,0,0.259319286871961,0.20097244732577,0.121555915721232,0.418152350081037,617,67.0685283870162,1.70967741935484,1.58666666666667,1.51937984496124,1.3625,935,121,0.1145833333,0.8854166667,122,16,29,13,755,85,7,2,7,20,648,182,105,0.6930481283,28,215,22,139,30,25,0.17,757,30,20,0.91869918699187,0.764705882352941,0.86046511627907,0.267441860465116,0.0016181229773462,0.33011013675749,5,48.96,40.41,0.83,0.05,0,0,0.0813008130081299,0.235294117647059,0.13953488372093,0.732558139534884,0.66988986324251,1
Sample_0199,0,1,0.211538461538462,0.442307692307692,0.201923076923077,0.144230769230769,208,23.7065391822594,1.68478260869565,1.09523809523809,2.36666666666667,1.09090909090909,967,110,0.1021355617,0.8978644383,137,19,20,23,768,79,5,3,2,21,730,115,122,0.7549120993,25,131,19,81,19,14,0.04,768,40,21,0.791208791208791,0.907692307692308,0.955056179775281,0.666666666666667,0.0047846889952153,0.108175577283129,6,51.17,40.85,0.8,0.07,0,0,0.208791208791209,0.0923076923076919,0.0449438202247189,0.333333333333333,0.891824422716871,0
Sample_0200,0,0,0.206521739130435,0.293478260869565,0.206521739130435,0.293478260869565,92,4.0,2.62962962962963,1.31578947368421,1.88888888888889,0.894736842105263,151,111,0.4236641221,0.5763358779,70,15,8,16,42,78,4,2,4,23,51,33,67,0.3377483444,27,164,16,74,8,12,0.14,42,33,23,0.954954954954955,0.615384615384615,0.914893617021277,0.925925925925926,0.010752688172043,0.512943050577459,10,33.4,62.52,1.87,0.09,1,0,0.045045045045045,0.384615384615385,0.0851063829787229,0.0740740740740739,0.4870569494225409,0
Sample_0201,1,0,0.16796875,0.24609375,0.11328125,0.47265625,256,35.0570962859162,1.65079365079365,0.862068965517241,1.88429752066116,1.86046511627907,696,89,0.1133757962,0.8866242038,146,17,11,17,505,61,4,4,2,18,451,117,128,0.6479885057,31,80,23,51,21,26,0.58,505,21,19,0.928571428571429,0.796296296296296,0.901408450704225,0.140495867768595,0.0038910505836575,0.189735037984065,0,54.62,40.68,0.74,0.04,0,0,0.0714285714285709,0.203703703703704,0.0985915492957749,0.859504132231405,0.810264962015935,0
Sample_0202,0,0,0.254838709677419,0.206451612903226,0.306451612903226,0.232258064516129,310,11.4127122105133,1.4375,1.29473684210526,1.0,0.886075949367089,184,69,0.2727272727,0.7272727273,76,16,12,10,70,52,6,1,3,7,65,43,76,0.3532608696,24,269,18,152,15,6,0.03,71,16,8,0.965648854961832,0.735294117647059,0.867647058823529,0.875,0.0032154340836012,0.545116559485531,11,31.94,62.29,1.95,0.04,0,0,0.034351145038168,0.264705882352941,0.132352941176471,0.125,0.454883440514469,0
Sample_0203,0,1,0.184466019417476,0.315533980582524,0.242718446601942,0.257281553398058,206,9.60468635614927,1.29230769230769,1.4,1.45283018867924,1.15789473684211,446,198,0.3074534161,0.6925465839,211,30,20,30,155,168,6,1,1,22,171,77,198,0.3834080717,34,221,20,83,16,17,0.46,155,28,22,0.980519480519481,0.235294117647059,0.666666666666667,0.905660377358491,0.0048309178743961,0.367447045707915,19,40.99,50.26,1.23,0.04,1,0,0.0194805194805189,0.764705882352941,0.333333333333333,0.0943396226415089,0.632552954292085,0
Sample_0204,0,0,0.185430463576159,0.145695364238411,0.188741721854305,0.480132450331126,302,40.4505871403617,1.45454545454546,1.10526315789474,1.71034482758621,1.14285714285714,288,148,0.3394495413,0.6605504587,154,27,22,22,63,121,6,3,2,16,58,71,159,0.2013888889,37,383,18,190,12,19,0.07,64,33,17,0.964285714285714,0.538461538461538,0.892857142857143,0.868965517241379,0.0033003300330033,0.385088508850885,16,37.24,55.16,1.48,0.09,1,1,0.035714285714286,0.461538461538462,0.1071428571428569,0.1310344827586209,0.6149114911491149,0
Sample_0205,0,0,0.302439024390244,0.185365853658537,0.24390243902439,0.268292682926829,205,8.7571399440685,1.60526315789474,1.5,2.63636363636364,0.983870967741936,323,245,0.4313380282,0.5686619718,110,38,19,25,131,163,15,5,5,57,107,68,148,0.3312693498,33,332,14,143,10,5,0.35,136,78,57,0.934579439252336,0.5,0.788461538461538,0.818181818181818,0.0048543689320388,0.523760858456822,9,30.96,72.67,2.35,0.03,1,1,0.065420560747664,0.5,0.211538461538462,0.181818181818182,0.476239141543178,0
